solid_SIDIS_ec_forwardangle_shower  |                root  |solid_SIDIS_ec_forwardangle_shower  |                                  0*cm 0*cm 440*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                       105*cm 235*cm 21.728*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_147  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_147  |                               0*cm 0*cm 11.088*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_148  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_148  |                               0*cm 0*cm 11.312*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_149  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_149  |                               0*cm 0*cm 11.536*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_150  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_150  |                                0*cm 0*cm 11.76*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_151  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_151  |                               0*cm 0*cm 11.984*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_152  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_152  |                               0*cm 0*cm 12.208*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_153  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_153  |                               0*cm 0*cm 12.432*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_154  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_154  |                               0*cm 0*cm 12.656*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_155  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_155  |                                0*cm 0*cm 12.88*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_156  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_156  |                               0*cm 0*cm 13.104*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_157  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_157  |                               0*cm 0*cm 13.328*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_158  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_158  |                               0*cm 0*cm 13.552*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_159  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_159  |                               0*cm 0*cm 13.776*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_160  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_160  |                                   0*cm 0*cm 14*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_161  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_161  |                               0*cm 0*cm 14.224*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_162  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_162  |                               0*cm 0*cm 14.448*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_163  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_163  |                               0*cm 0*cm 14.672*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_164  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_164  |                               0*cm 0*cm 14.896*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_165  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_165  |                                0*cm 0*cm 15.12*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_166  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_166  |                               0*cm 0*cm 15.344*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_167  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_167  |                               0*cm 0*cm 15.568*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_168  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_168  |                               0*cm 0*cm 15.792*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_169  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_169  |                               0*cm 0*cm 16.016*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_170  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_170  |                                0*cm 0*cm 16.24*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_171  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_171  |                               0*cm 0*cm 16.464*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_172  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_172  |                               0*cm 0*cm 16.688*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_173  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_173  |                               0*cm 0*cm 16.912*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_174  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_174  |                               0*cm 0*cm 17.136*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_175  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_175  |                                0*cm 0*cm 17.36*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_176  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_176  |                               0*cm 0*cm 17.584*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_177  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_177  |                               0*cm 0*cm 17.808*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_178  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_178  |                               0*cm 0*cm 18.032*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_179  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_179  |                               0*cm 0*cm 18.256*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_180  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_180  |                                0*cm 0*cm 18.48*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_181  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_181  |                               0*cm 0*cm 18.704*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_182  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_182  |                               0*cm 0*cm 18.928*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_183  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_183  |                               0*cm 0*cm 19.152*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_184  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_184  |                               0*cm 0*cm 19.376*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_185  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_185  |                                 0*cm 0*cm 19.6*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_186  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_186  |                               0*cm 0*cm 19.824*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_187  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_187  |                               0*cm 0*cm 20.048*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_188  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_188  |                               0*cm 0*cm 20.272*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_189  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_189  |                               0*cm 0*cm 20.496*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_190  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_190  |                                0*cm 0*cm 20.72*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_191  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_191  |                               0*cm 0*cm 20.944*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_192  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_192  |                               0*cm 0*cm 21.168*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_193  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_193  |                               0*cm 0*cm 21.392*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_194  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_194  |                               0*cm 0*cm 21.616*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_1  |solid_SIDIS_ec_forwardangle_layer_1  |solid_SIDIS_ec_forwardangle_lead_1  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_2  |solid_SIDIS_ec_forwardangle_layer_2  |solid_SIDIS_ec_forwardangle_lead_2  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_3  |solid_SIDIS_ec_forwardangle_layer_3  |solid_SIDIS_ec_forwardangle_lead_3  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_4  |solid_SIDIS_ec_forwardangle_layer_4  |solid_SIDIS_ec_forwardangle_lead_4  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_5  |solid_SIDIS_ec_forwardangle_layer_5  |solid_SIDIS_ec_forwardangle_lead_5  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_6  |solid_SIDIS_ec_forwardangle_layer_6  |solid_SIDIS_ec_forwardangle_lead_6  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_7  |solid_SIDIS_ec_forwardangle_layer_7  |solid_SIDIS_ec_forwardangle_lead_7  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_8  |solid_SIDIS_ec_forwardangle_layer_8  |solid_SIDIS_ec_forwardangle_lead_8  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_9  |solid_SIDIS_ec_forwardangle_layer_9  |solid_SIDIS_ec_forwardangle_lead_9  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_10  |solid_SIDIS_ec_forwardangle_layer_10  |solid_SIDIS_ec_forwardangle_lead_10  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_11  |solid_SIDIS_ec_forwardangle_layer_11  |solid_SIDIS_ec_forwardangle_lead_11  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_12  |solid_SIDIS_ec_forwardangle_layer_12  |solid_SIDIS_ec_forwardangle_lead_12  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_13  |solid_SIDIS_ec_forwardangle_layer_13  |solid_SIDIS_ec_forwardangle_lead_13  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_14  |solid_SIDIS_ec_forwardangle_layer_14  |solid_SIDIS_ec_forwardangle_lead_14  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_15  |solid_SIDIS_ec_forwardangle_layer_15  |solid_SIDIS_ec_forwardangle_lead_15  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_16  |solid_SIDIS_ec_forwardangle_layer_16  |solid_SIDIS_ec_forwardangle_lead_16  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_17  |solid_SIDIS_ec_forwardangle_layer_17  |solid_SIDIS_ec_forwardangle_lead_17  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_18  |solid_SIDIS_ec_forwardangle_layer_18  |solid_SIDIS_ec_forwardangle_lead_18  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_19  |solid_SIDIS_ec_forwardangle_layer_19  |solid_SIDIS_ec_forwardangle_lead_19  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_20  |solid_SIDIS_ec_forwardangle_layer_20  |solid_SIDIS_ec_forwardangle_lead_20  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
